"","HHID","ea_id","FCS","HDDS","rCSI","rural","FS_year","FS_month","hhweight","lat_modified","lon_modified","round"
"1197","104014240106","10401424",44,6,0,1,2010,10,112.578399658203,-11.0164003372192,33.7354011535645,2010
"1198","104014240117","10401424",59.5,5,3,1,2010,10,112.578399658203,-11.0164003372192,33.7354011535645,2010
"1199","104015020020","10401502",33,4,37,1,2010,4,120.008796691895,-10.9368000030518,33.9123992919922,2010
"1200","104015020027","10401502",21,2,27,1,2010,4,120.008796691895,-10.9368000030518,33.9123992919922,2010
"1201","104015020056","10401502",30.5,5,1,1,2010,4,120.008796691895,-10.9368000030518,33.9123992919922,2010
"1202","104015020074","10401502",72,6,6,1,2010,4,120.008796691895,-10.9368000030518,33.9123992919922,2010
"1203","104015020081","10401502",25.5,3,0,1,2010,4,120.008796691895,-10.9368000030518,33.9123992919922,2010
"1204","104015020084","10401502",34.5,5,0,1,2010,4,120.008796691895,-10.9368000030518,33.9123992919922,2010
"1205","104015020099","10401502",31,5,0,1,2010,4,120.008796691895,-10.9368000030518,33.9123992919922,2010
"1206","104015020102","10401502",32.5,5,0,1,2010,4,120.008796691895,-10.9368000030518,33.9123992919922,2010
"1207","104015020103","10401502",36,6,11,1,2010,4,120.008796691895,-10.9368000030518,33.9123992919922,2010
"1208","104015020121","10401502",47.5,5,6,1,2010,4,120.008796691895,-10.9368000030518,33.9123992919922,2010
"1209","104015020122","10401502",21,2,20,1,2010,4,120.008796691895,-10.9368000030518,33.9123992919922,2010
"1210","104015020127","10401502",54,6,0,1,2010,4,120.008796691895,-10.9368000030518,33.9123992919922,2010
"1211","104015020133","10401502",34.5,5,10,1,2010,4,120.008796691895,-10.9368000030518,33.9123992919922,2010
"1212","104015020148","10401502",21,2,0,1,2010,4,120.008796691895,-10.9368000030518,33.9123992919922,2010
"1213","104015020157","10401502",29,4,0,1,2010,4,120.008796691895,-10.9368000030518,33.9123992919922,2010
"1214","104015020173","10401502",41,6,2,1,2010,4,120.008796691895,-10.9368000030518,33.9123992919922,2010
"1215","104015220004","10401522",38.5,5,11,1,2010,7,137.445098876953,-11.0516996383667,33.6870994567871,2010
"1216","104015220008","10401522",44.5,5,2,1,2010,7,137.445098876953,-11.0516996383667,33.6870994567871,2010
"1217","104015220019","10401522",31,4,3,1,2010,7,137.445098876953,-11.0516996383667,33.6870994567871,2010
"1218","104015220038","10401522",53,5,0,1,2010,7,137.445098876953,-11.0516996383667,33.6870994567871,2010
"1219","104015220041","10401522",44.5,5,0,1,2010,7,137.445098876953,-11.0516996383667,33.6870994567871,2010
"1220","104015220042","10401522",37,3,11,1,2010,7,137.445098876953,-11.0516996383667,33.6870994567871,2010
"1221","104015220054","10401522",36.5,5,0,1,2010,7,137.445098876953,-11.0516996383667,33.6870994567871,2010
"1222","104015220055","10401522",38.5,5,9,1,2010,7,137.445098876953,-11.0516996383667,33.6870994567871,2010
"1223","104015220061","10401522",44,5,2,1,2010,7,137.445098876953,-11.0516996383667,33.6870994567871,2010
"1224","104015220063","10401522",45,5,0,1,2010,7,137.445098876953,-11.0516996383667,33.6870994567871,2010
"1225","104015220065","10401522",33.5,5,7,1,2010,7,137.445098876953,-11.0516996383667,33.6870994567871,2010
"1226","104015220068","10401522",30,4,1,1,2010,7,137.445098876953,-11.0516996383667,33.6870994567871,2010
"1227","104015220087","10401522",36.5,5,6,1,2010,7,137.445098876953,-11.0516996383667,33.6870994567871,2010
"1228","104015220088","10401522",54.5,6,0,1,2010,7,137.445098876953,-11.0516996383667,33.6870994567871,2010
"1229","104015220091","10401522",36.5,4,4,1,2010,7,137.445098876953,-11.0516996383667,33.6870994567871,2010
"1230","104015220092","10401522",41.5,6,0,1,2010,7,137.445098876953,-11.0516996383667,33.6870994567871,2010
"1231","104015410026","10401541",43.5,6,0,1,2011,3,107.340698242188,-10.9731998443604,33.6501007080078,2010
"1232","104015410046","10401541",46.5,6,0,1,2011,3,107.340698242188,-10.9731998443604,33.6501007080078,2010
"1233","104015410066","10401541",70,7,0,1,2011,3,107.340698242188,-10.9731998443604,33.6501007080078,2010
"1234","104015410085","10401541",52.5,7,0,1,2011,3,107.340698242188,-10.9731998443604,33.6501007080078,2010
"1235","104015410125","10401541",56,6,6,1,2011,3,107.340698242188,-10.9731998443604,33.6501007080078,2010
"1236","104015410144","10401541",46,6,0,1,2011,3,107.340698242188,-10.9731998443604,33.6501007080078,2010
"1237","104015410164","10401541",27,5,0,1,2011,3,107.340698242188,-10.9731998443604,33.6501007080078,2010
"1238","104015410184","10401541",37,5,0,1,2011,3,107.340698242188,-10.9731998443604,33.6501007080078,2010
"1239","104015410223","10401541",71,6,0,1,2011,3,107.340698242188,-10.9731998443604,33.6501007080078,2010
"1240","104015410243","10401541",42,5,0,1,2011,3,107.340698242188,-10.9731998443604,33.6501007080078,2010
"1241","104015410262","10401541",28,4,0,1,2011,3,107.340698242188,-10.9731998443604,33.6501007080078,2010
"1242","104015410282","10401541",36.5,5,0,1,2011,3,107.340698242188,-10.9731998443604,33.6501007080078,2010
"1243","104015410321","10401541",73.5,6,2,1,2011,3,107.340698242188,-10.9731998443604,33.6501007080078,2010
"1244","104015410341","10401541",67.5,6,7,1,2011,3,107.340698242188,-10.9731998443604,33.6501007080078,2010
"1245","104015410361","10401541",59.5,5,0,1,2011,3,107.340698242188,-10.9731998443604,33.6501007080078,2010
"1246","104015410400","10401541",60.5,4,13,1,2011,3,107.340698242188,-10.9731998443604,33.6501007080078,2010
"1247","104016040005","10401604",73,6,0,1,2010,6,66.9875030517578,-10.9492998123169,33.55419921875,2010
"1248","104016040082","10401604",62,6,0,1,2010,6,66.9875030517578,-10.9492998123169,33.55419921875,2010
"1249","104016040092","10401604",39.5,5,0,1,2010,6,66.9875030517578,-10.9492998123169,33.55419921875,2010
"1250","104016040105","10401604",51,6,8,1,2010,6,66.9875030517578,-10.9492998123169,33.55419921875,2010
"1251","104016040113","10401604",31,5,0,1,2010,6,66.9875030517578,-10.9492998123169,33.55419921875,2010
"1252","104016040132","10401604",57.5,6,0,1,2010,6,66.9875030517578,-10.9492998123169,33.55419921875,2010
"1253","104016040139","10401604",56.5,5,0,1,2010,6,66.9875030517578,-10.9492998123169,33.55419921875,2010
"1254","104016040157","10401604",65,6,0,1,2010,6,66.9875030517578,-10.9492998123169,33.55419921875,2010
"1255","104016040162","10401604",52.5,6,0,1,2010,6,66.9875030517578,-10.9492998123169,33.55419921875,2010
"1256","104016040173","10401604",60,6,0,1,2010,6,66.9875030517578,-10.9492998123169,33.55419921875,2010
"1257","104016040175","10401604",84,7,0,1,2010,6,66.9875030517578,-10.9492998123169,33.55419921875,2010
"1258","104016040188","10401604",84,7,1,1,2010,6,66.9875030517578,-10.9492998123169,33.55419921875,2010
"1259","104016040190","10401604",61,6,0,1,2010,6,66.9875030517578,-10.9492998123169,33.55419921875,2010
"1260","104016040199","10401604",75,6,2,1,2010,6,66.9875030517578,-10.9492998123169,33.55419921875,2010
"1261","104016040212","10401604",79,6,5,1,2010,6,66.9875030517578,-10.9492998123169,33.55419921875,2010
"1262","104016040225","10401604",75.5,6,5,1,2010,6,66.9875030517578,-10.9492998123169,33.55419921875,2010
"1263","104016350007","10401635",61.5,5,0,1,2011,1,42.7790985107422,-10.9764995574951,33.7962989807129,2010
"1264","104016350012","10401635",45.5,5,0,1,2011,1,42.7790985107422,-10.9764995574951,33.7962989807129,2010
"1265","104016350018","10401635",57,5,5,1,2011,1,42.7790985107422,-10.9764995574951,33.7962989807129,2010
"1266","104016350024","10401635",72.5,6,0,1,2011,1,42.7790985107422,-10.9764995574951,33.7962989807129,2010
"1267","104016350036","10401635",68,6,0,1,2011,1,42.7790985107422,-10.9764995574951,33.7962989807129,2010
"1268","104016350042","10401635",59,5,0,1,2011,1,42.7790985107422,-10.9764995574951,33.7962989807129,2010
"1269","104016350048","10401635",72,6,0,1,2011,1,42.7790985107422,-10.9764995574951,33.7962989807129,2010
"1270","104016350054","10401635",62,5,0,1,2011,1,42.7790985107422,-10.9764995574951,33.7962989807129,2010
"1271","104016350066","10401635",71.5,7,0,1,2011,1,42.7790985107422,-10.9764995574951,33.7962989807129,2010
"1272","104016350071","10401635",54,6,10,1,2011,1,42.7790985107422,-10.9764995574951,33.7962989807129,2010
"1273","104016350077","10401635",45.5,6,4,1,2011,1,42.7790985107422,-10.9764995574951,33.7962989807129,2010
"1274","104016350083","10401635",43,6,4,1,2011,1,42.7790985107422,-10.9764995574951,33.7962989807129,2010
"1275","104016350095","10401635",59,6,4,1,2011,1,42.7790985107422,-10.9764995574951,33.7962989807129,2010
"1276","104016350101","10401635",47.5,5,0,1,2011,1,42.7790985107422,-10.9764995574951,33.7962989807129,2010
"1277","104016350107","10401635",35.5,6,6,1,2011,1,42.7790985107422,-10.9764995574951,33.7962989807129,2010
"1278","104016350119","10401635",23,3,10,1,2011,1,42.7790985107422,-10.9764995574951,33.7962989807129,2010
"1279","104017420015","10401742",79.5,6,0,1,2010,11,88.2923965454102,-10.9075002670288,33.6501007080078,2010
"1280","104017420016","10401742",73,5,2,1,2010,11,88.2923965454102,-10.9075002670288,33.6501007080078,2010
"1281","104017420023","10401742",80.5,6,0,1,2010,11,88.2923965454102,-10.9075002670288,33.6501007080078,2010
"1282","104017420031","10401742",77.5,6,17,1,2010,11,88.2923965454102,-10.9075002670288,33.6501007080078,2010
"1283","104017420047","10401742",43,5,12,1,2010,11,88.2923965454102,-10.9075002670288,33.6501007080078,2010
"1284","104017420054","10401742",70,6,0,1,2010,11,88.2923965454102,-10.9075002670288,33.6501007080078,2010
"1285","104017420062","10401742",94,7,0,1,2010,11,88.2923965454102,-10.9075002670288,33.6501007080078,2010
"1286","104017420070","10401742",74,7,0,1,2010,11,88.2923965454102,-10.9075002670288,33.6501007080078,2010
"1287","104017420085","10401742",80.5,7,0,1,2010,11,88.2923965454102,-10.9075002670288,33.6501007080078,2010
"1288","104017420093","10401742",71.5,6,0,1,2010,11,88.2923965454102,-10.9075002670288,33.6501007080078,2010
"1289","104017420101","10401742",44,6,0,1,2010,11,88.2923965454102,-10.9075002670288,33.6501007080078,2010
"1290","104017420109","10401742",56.5,6,0,1,2010,11,88.2923965454102,-10.9075002670288,33.6501007080078,2010
"1291","104017420124","10401742",62.5,5,0,1,2010,11,88.2923965454102,-10.9075002670288,33.6501007080078,2010
"1292","104017420132","10401742",69,6,0,1,2010,11,88.2923965454102,-10.9075002670288,33.6501007080078,2010
"1293","104017420140","10401742",65.5,5,16,1,2010,11,88.2923965454102,-10.9075002670288,33.6501007080078,2010
"1294","104017420155","10401742",55.5,4,5,1,2010,11,88.2923965454102,-10.9075002670288,33.6501007080078,2010
"1295","104025370013","10402537",64.5,5,0,1,2010,11,106.660301208496,-10.7908000946045,34.1952018737793,2010
"1296","104025370021","10402537",83,7,0,1,2010,11,106.660301208496,-10.7908000946045,34.1952018737793,2010
"1297","104025370029","10402537",59,6,0,1,2010,11,106.660301208496,-10.7908000946045,34.1952018737793,2010
"1298","104025370037","10402537",60.5,5,8,1,2010,11,106.660301208496,-10.7908000946045,34.1952018737793,2010
"1299","104025370054","10402537",80.5,6,0,1,2010,11,106.660301208496,-10.7908000946045,34.1952018737793,2010
"1300","104025370062","10402537",80.5,6,0,1,2010,11,106.660301208496,-10.7908000946045,34.1952018737793,2010
"1301","104025370070","10402537",62.5,5,4,1,2010,11,106.660301208496,-10.7908000946045,34.1952018737793,2010
"1302","104025370078","10402537",84,6,0,1,2010,11,106.660301208496,-10.7908000946045,34.1952018737793,2010
"1303","104025370095","10402537",75,6,0,1,2010,11,106.660301208496,-10.7908000946045,34.1952018737793,2010
"1304","104025370103","10402537",68,5,0,1,2010,11,106.660301208496,-10.7908000946045,34.1952018737793,2010
"1305","104025370111","10402537",71.5,5,0,1,2010,11,106.660301208496,-10.7908000946045,34.1952018737793,2010
"1306","104025370119","10402537",97,7,0,1,2010,11,106.660301208496,-10.7908000946045,34.1952018737793,2010
"1307","104025370136","10402537",68,6,12,1,2010,11,106.660301208496,-10.7908000946045,34.1952018737793,2010
"1308","104025370144","10402537",56.5,4,8,1,2010,11,106.660301208496,-10.7908000946045,34.1952018737793,2010
"1309","104025370152","10402537",65,6,0,1,2010,11,106.660301208496,-10.7908000946045,34.1952018737793,2010
"1310","104025370168","10402537",63,5,0,1,2010,11,106.660301208496,-10.7908000946045,34.1952018737793,2010
"1311","104033320002","10403332",51,5,9,1,2010,5,111.393997192383,-10.9069995880127,33.9705009460449,2010
"1312","104033320020","10403332",82,7,1,1,2010,5,111.393997192383,-10.9069995880127,33.9705009460449,2010
"1313","104033320028","10403332",46.5,5,3,1,2010,5,111.393997192383,-10.9069995880127,33.9705009460449,2010
"1314","104033320038","10403332",42.5,6,16,1,2010,5,111.393997192383,-10.9069995880127,33.9705009460449,2010
"1315","104033320039","10403332",57,6,16,1,2010,5,111.393997192383,-10.9069995880127,33.9705009460449,2010
"1316","104033320061","10403332",34.5,5,4,1,2010,5,111.393997192383,-10.9069995880127,33.9705009460449,2010
"1317","104033320076","10403332",92,7,0,1,2010,5,111.393997192383,-10.9069995880127,33.9705009460449,2010
"1318","104033320096","10403332",71,7,0,1,2010,5,111.393997192383,-10.9069995880127,33.9705009460449,2010
"1319","104033320119","10403332",37,4,0,1,2010,5,111.393997192383,-10.9069995880127,33.9705009460449,2010
"1320","104033320140","10403332",34,5,7,1,2010,5,111.393997192383,-10.9069995880127,33.9705009460449,2010
"1321","104033320141","10403332",36,4,16,1,2010,5,111.393997192383,-10.9069995880127,33.9705009460449,2010
"1322","104033320154","10403332",30.5,4,16,1,2010,5,111.393997192383,-10.9069995880127,33.9705009460449,2010
"1323","104033320158","10403332",43,6,1,1,2010,5,111.393997192383,-10.9069995880127,33.9705009460449,2010
"1324","104033320171","10403332",107,7,3,1,2010,5,111.393997192383,-10.9069995880127,33.9705009460449,2010
"1325","104033320195","10403332",85,7,1,1,2010,5,111.393997192383,-10.9069995880127,33.9705009460449,2010
"1326","104033320196","10403332",74,7,1,1,2010,5,111.393997192383,-10.9069995880127,33.9705009460449,2010
"1327","104034880015","10403488",49.5,6,5,1,2011,2,91.6300964355469,-10.8442001342773,34.0348014831543,2010
"1328","104034880018","10403488",51,6,0,1,2011,2,91.6300964355469,-10.8442001342773,34.0348014831543,2010
"1329","104034880023","10403488",70,7,0,1,2011,2,91.6300964355469,-10.8442001342773,34.0348014831543,2010
"1330","104034880031","10403488",41.5,4,6,1,2011,2,91.6300964355469,-10.8442001342773,34.0348014831543,2010
"1331","104034880039","10403488",82,7,0,1,2011,2,91.6300964355469,-10.8442001342773,34.0348014831543,2010
"1332","104034880055","10403488",33.5,5,0,1,2011,2,91.6300964355469,-10.8442001342773,34.0348014831543,2010
"1333","104034880063","10403488",42.5,5,0,1,2011,2,91.6300964355469,-10.8442001342773,34.0348014831543,2010
"1334","104034880070","10403488",30.5,4,0,1,2011,2,91.6300964355469,-10.8442001342773,34.0348014831543,2010
"1335","104034880078","10403488",51,6,0,1,2011,2,91.6300964355469,-10.8442001342773,34.0348014831543,2010
"1336","104034880094","10403488",27.5,4,14,1,2011,2,91.6300964355469,-10.8442001342773,34.0348014831543,2010
"1337","104034880102","10403488",40,6,0,1,2011,2,91.6300964355469,-10.8442001342773,34.0348014831543,2010
"1338","104034880110","10403488",38,5,0,1,2011,2,91.6300964355469,-10.8442001342773,34.0348014831543,2010
"1339","104034880134","10403488",76,6,1,1,2011,2,91.6300964355469,-10.8442001342773,34.0348014831543,2010
"1340","104034880142","10403488",63.5,6,0,1,2011,2,91.6300964355469,-10.8442001342773,34.0348014831543,2010
"1341","104034880150","10403488",61.5,5,2,1,2011,2,91.6300964355469,-10.8442001342773,34.0348014831543,2010
"1342","104034880165","10403488",77.5,6,0,1,2011,2,91.6300964355469,-10.8442001342773,34.0348014831543,2010
"1343","104041860008","10404186",36.5,5,0,1,2010,5,85.5581970214844,-10.6386995315552,34.1823997497559,2010
"1344","104041860012","10404186",58.5,5,0,1,2010,5,85.5581970214844,-10.6386995315552,34.1823997497559,2010
"1345","104041860017","10404186",26.5,3,0,1,2010,5,85.5581970214844,-10.6386995315552,34.1823997497559,2010
"1346","104041860021","10404186",35,5,0,1,2010,5,85.5581970214844,-10.6386995315552,34.1823997497559,2010
"1347","104041860030","10404186",41,6,0,1,2010,5,85.5581970214844,-10.6386995315552,34.1823997497559,2010
"1348","104041860034","10404186",33.5,4,8,1,2010,5,85.5581970214844,-10.6386995315552,34.1823997497559,2010
"1349","104041860039","10404186",33,5,0,1,2010,5,85.5581970214844,-10.6386995315552,34.1823997497559,2010
"1350","104041860043","10404186",28,4,0,1,2010,5,85.5581970214844,-10.6386995315552,34.1823997497559,2010
"1351","104041860052","10404186",52,5,0,1,2010,5,85.5581970214844,-10.6386995315552,34.1823997497559,2010
"1352","104041860056","10404186",38.5,5,8,1,2010,5,85.5581970214844,-10.6386995315552,34.1823997497559,2010
"1353","104041860061","10404186",42,5,0,1,2010,5,85.5581970214844,-10.6386995315552,34.1823997497559,2010
"1354","104041860065","10404186",39.5,5,0,1,2010,5,85.5581970214844,-10.6386995315552,34.1823997497559,2010
"1355","104041860074","10404186",38.5,5,3,1,2010,5,85.5581970214844,-10.6386995315552,34.1823997497559,2010
"1356","104041860079","10404186",40,5,0,1,2010,5,85.5581970214844,-10.6386995315552,34.1823997497559,2010
"1357","104041860083","10404186",81,7,0,1,2010,5,85.5581970214844,-10.6386995315552,34.1823997497559,2010
"1358","104041860092","10404186",32.5,4,10,1,2010,5,85.5581970214844,-10.6386995315552,34.1823997497559,2010
"1359","104047070008","10404707",65,6,0,1,2010,12,119.884300231934,-10.7149000167847,34.1180992126465,2010
"1360","104047070012","10404707",61.5,6,0,1,2010,12,119.884300231934,-10.7149000167847,34.1180992126465,2010
"1361","104047070016","10404707",65.5,6,0,1,2010,12,119.884300231934,-10.7149000167847,34.1180992126465,2010
"1362","104047070020","10404707",60,5,0,1,2010,12,119.884300231934,-10.7149000167847,34.1180992126465,2010
"1363","104047070028","10404707",73,6,3,1,2010,12,119.884300231934,-10.7149000167847,34.1180992126465,2010
"1364","104047070033","10404707",76.5,6,0,1,2010,12,119.884300231934,-10.7149000167847,34.1180992126465,2010
"1365","104047070037","10404707",77.5,6,0,1,2010,12,119.884300231934,-10.7149000167847,34.1180992126465,2010
"1366","104047070041","10404707",79,6,0,1,2010,12,119.884300231934,-10.7149000167847,34.1180992126465,2010
"1367","104047070049","10404707",58,5,35,1,2010,12,119.884300231934,-10.7149000167847,34.1180992126465,2010
"1368","104047070053","10404707",54,5,0,1,2010,12,119.884300231934,-10.7149000167847,34.1180992126465,2010
"1369","104047070057","10404707",59,5,0,1,2010,12,119.884300231934,-10.7149000167847,34.1180992126465,2010
"1370","104047070062","10404707",88,7,0,1,2010,12,119.884300231934,-10.7149000167847,34.1180992126465,2010
"1371","104047070070","10404707",67,6,0,1,2010,12,119.884300231934,-10.7149000167847,34.1180992126465,2010
"1372","104047070074","10404707",67,6,0,1,2010,12,119.884300231934,-10.7149000167847,34.1180992126465,2010
"1373","104047070078","10404707",67.5,5,0,1,2010,12,119.884300231934,-10.7149000167847,34.1180992126465,2010
"1374","104047070086","10404707",66,6,0,1,2010,12,119.884300231934,-10.7149000167847,34.1180992126465,2010
"1375","104052130003","10405213",73,7,0,1,2010,6,144.897003173828,-10.6794004440308,34.0774993896484,2010
"1376","104052130007","10405213",54,6,0,1,2010,7,144.897003173828,-10.6794004440308,34.0774993896484,2010
"1377","104052130011","10405213",47.5,6,0,1,2010,7,144.897003173828,-10.6794004440308,34.0774993896484,2010
"1378","104052130019","10405213",44,5,4,1,2010,7,144.897003173828,-10.6794004440308,34.0774993896484,2010
"1379","104052130039","10405213",90,7,0,1,2010,7,144.897003173828,-10.6794004440308,34.0774993896484,2010
"1380","104052130045","10405213",28.5,3,8,1,2010,7,144.897003173828,-10.6794004440308,34.0774993896484,2010
"1381","104052130054","10405213",55.5,5,0,1,2010,6,144.897003173828,-10.6794004440308,34.0774993896484,2010
"1382","104052130062","10405213",51,6,0,1,2010,6,144.897003173828,-10.6794004440308,34.0774993896484,2010
"1383","104052130081","10405213",32,3,14,1,2010,7,144.897003173828,-10.6794004440308,34.0774993896484,2010
"1384","104052130093","10405213",59,7,7,1,2010,7,144.897003173828,-10.6794004440308,34.0774993896484,2010
"1385","104052130100","10405213",59.5,6,9,1,2010,7,144.897003173828,-10.6794004440308,34.0774993896484,2010
"1386","104052130110","10405213",52,6,1,1,2010,6,144.897003173828,-10.6794004440308,34.0774993896484,2010
"1387","104052130122","10405213",61,5,1,1,2010,7,144.897003173828,-10.6794004440308,34.0774993896484,2010
"1388","104052130146","10405213",99.5,7,12,1,2010,7,144.897003173828,-10.6794004440308,34.0774993896484,2010
"1389","104052130162","10405213",101.5,7,1,1,2010,6,144.897003173828,-10.6794004440308,34.0774993896484,2010
"1390","104052130167","10405213",70.5,6,2,1,2010,6,144.897003173828,-10.6794004440308,34.0774993896484,2010
"1391","104054040015","10405404",69,6,0,1,2011,3,99.5313034057617,-10.6082000732422,34.1108016967773,2010
"1392","104054040023","10405404",58,6,0,1,2011,3,99.5313034057617,-10.6082000732422,34.1108016967773,2010
"1393","104054040031","10405404",39.5,4,12,1,2011,3,99.5313034057617,-10.6082000732422,34.1108016967773,2010
"1394","104054040039","10405404",44.5,4,3,1,2011,3,99.5313034057617,-10.6082000732422,34.1108016967773,2010
"1395","104054040048","10405404",46,6,0,1,2011,3,99.5313034057617,-10.6082000732422,34.1108016967773,2010
"1396","104054040054","10405404",53.5,5,0,1,2011,3,99.5313034057617,-10.6082000732422,34.1108016967773,2010
"1397","104054040062","10405404",40.5,6,0,1,2011,3,99.5313034057617,-10.6082000732422,34.1108016967773,2010
"1398","104054040070","10405404",48.5,5,6,1,2011,3,99.5313034057617,-10.6082000732422,34.1108016967773,2010
"1399","104054040078","10405404",48.5,6,7,1,2011,3,99.5313034057617,-10.6082000732422,34.1108016967773,2010
"1400","104054040093","10405404",79,6,0,1,2011,3,99.5313034057617,-10.6082000732422,34.1108016967773,2010
"1401","104054040101","10405404",63.5,6,0,1,2011,3,99.5313034057617,-10.6082000732422,34.1108016967773,2010
"1402","104054040109","10405404",60.5,5,1,1,2011,3,99.5313034057617,-10.6082000732422,34.1108016967773,2010
"1403","104054040117","10405404",58.5,5,17,1,2011,3,99.5313034057617,-10.6082000732422,34.1108016967773,2010
"1404","104054040132","10405404",32,5,0,1,2011,3,99.5313034057617,-10.6082000732422,34.1108016967773,2010
"1405","104054040140","10405404",37,6,0,1,2011,3,99.5313034057617,-10.6082000732422,34.1108016967773,2010
"1406","104054040164","10405404",40.5,5,0,1,2011,3,99.5313034057617,-10.6082000732422,34.1108016967773,2010
"1407","104070680006","10407068",67,6,0,1,2011,1,65.0764999389648,-11.0241003036499,34.0392990112305,2010
"1408","104070680012","10407068",78,7,0,1,2011,1,65.0764999389648,-11.0241003036499,34.0392990112305,2010
"1409","104070680018","10407068",53,6,3,1,2011,1,65.0764999389648,-11.0241003036499,34.0392990112305,2010
"1410","104070680024","10407068",50.5,6,0,1,2011,1,65.0764999389648,-11.0241003036499,34.0392990112305,2010
"1411","104070680030","10407068",81,7,0,1,2011,1,65.0764999389648,-11.0241003036499,34.0392990112305,2010
"1412","104070680042","10407068",47,6,0,1,2011,1,65.0764999389648,-11.0241003036499,34.0392990112305,2010
"1413","104070680048","10407068",21,2,0,1,2011,1,65.0764999389648,-11.0241003036499,34.0392990112305,2010
"1414","104070680066","10407068",30,4,0,1,2011,1,65.0764999389648,-11.0241003036499,34.0392990112305,2010
"1415","104070680073","10407068",40,5,0,1,2011,1,65.0764999389648,-11.0241003036499,34.0392990112305,2010
"1416","104070680079","10407068",46.5,6,0,1,2011,1,65.0764999389648,-11.0241003036499,34.0392990112305,2010
"1417","104070680085","10407068",50,7,0,1,2011,1,65.0764999389648,-11.0241003036499,34.0392990112305,2010
"1418","104070680091","10407068",24,3,20,1,2011,1,65.0764999389648,-11.0241003036499,34.0392990112305,2010
"1419","104070680103","10407068",75.5,6,0,1,2011,1,65.0764999389648,-11.0241003036499,34.0392990112305,2010
"1420","104070680109","10407068",81,6,0,1,2011,1,65.0764999389648,-11.0241003036499,34.0392990112305,2010
"1421","104070680115","10407068",80,6,0,1,2011,1,65.0764999389648,-11.0241003036499,34.0392990112305,2010
"1422","104070680127","10407068",98,7,0,1,2011,1,65.0764999389648,-11.0241003036499,34.0392990112305,2010
"1423","104071940006","10407194",72,7,0,1,2010,7,119.229499816895,-10.9601001739502,34.0000991821289,2010
"1424","104071940010","10407194",74,7,0,1,2010,7,119.229499816895,-10.9601001739502,34.0000991821289,2010
"1425","104071940014","10407194",56,6,0,1,2010,7,119.229499816895,-10.9601001739502,34.0000991821289,2010
"1426","104071940017","10407194",44.5,6,0,1,2010,7,119.229499816895,-10.9601001739502,34.0000991821289,2010
"1427","104071940025","10407194",62,7,0,1,2010,7,119.229499816895,-10.9601001739502,34.0000991821289,2010
"1428","104071940028","10407194",48,6,2,1,2010,7,119.229499816895,-10.9601001739502,34.0000991821289,2010
"1429","104071940032","10407194",48.5,5,0,1,2010,7,119.229499816895,-10.9601001739502,34.0000991821289,2010
"1430","104071940036","10407194",39.5,5,3,1,2010,7,119.229499816895,-10.9601001739502,34.0000991821289,2010
"1431","104071940043","10407194",80,7,0,1,2010,7,119.229499816895,-10.9601001739502,34.0000991821289,2010
"1432","104071940047","10407194",52,6,3,1,2010,7,119.229499816895,-10.9601001739502,34.0000991821289,2010
"1433","104071940050","10407194",62.5,7,0,1,2010,7,119.229499816895,-10.9601001739502,34.0000991821289,2010
"1434","104071940054","10407194",69.5,7,0,1,2010,7,119.229499816895,-10.9601001739502,34.0000991821289,2010
"1435","104071940061","10407194",65,6,4,1,2010,7,119.229499816895,-10.9601001739502,34.0000991821289,2010
"1436","104071940065","10407194",80,7,0,1,2010,7,119.229499816895,-10.9601001739502,34.0000991821289,2010
"1437","104071940069","10407194",88,7,0,1,2010,7,119.229499816895,-10.9601001739502,34.0000991821289,2010
"1438","104071940076","10407194",80,7,0,1,2010,7,119.229499816895,-10.9601001739502,34.0000991821289,2010
"1439","104076280008","10407628",57,6,0,1,2011,1,78.4148025512695,-10.9278001785278,34.0750007629395,2010
"1440","104076280010","10407628",65,7,0,1,2011,1,78.4148025512695,-10.9278001785278,34.0750007629395,2010
"1441","104076280011","10407628",75,6,0,1,2011,1,78.4148025512695,-10.9278001785278,34.0750007629395,2010
"1442","104076280016","10407628",67,6,0,1,2011,1,78.4148025512695,-10.9278001785278,34.0750007629395,2010
"1443","104076280022","10407628",72,6,0,1,2011,1,78.4148025512695,-10.9278001785278,34.0750007629395,2010
"1444","104076280033","10407628",80,6,0,1,2011,1,78.4148025512695,-10.9278001785278,34.0750007629395,2010
"1445","104076280038","10407628",70.5,6,7,1,2011,1,78.4148025512695,-10.9278001785278,34.0750007629395,2010
"1446","104076280044","10407628",101,7,0,1,2011,1,78.4148025512695,-10.9278001785278,34.0750007629395,2010
"1447","104076280049","10407628",81,6,0,1,2011,1,78.4148025512695,-10.9278001785278,34.0750007629395,2010
"1448","104076280060","10407628",43.5,5,0,1,2011,1,78.4148025512695,-10.9278001785278,34.0750007629395,2010
"1449","104076280066","10407628",74.5,7,0,1,2011,1,78.4148025512695,-10.9278001785278,34.0750007629395,2010
"1450","104076280071","10407628",76,7,0,1,2011,1,78.4148025512695,-10.9278001785278,34.0750007629395,2010
"1451","104076280077","10407628",35.5,4,0,1,2011,1,78.4148025512695,-10.9278001785278,34.0750007629395,2010
"1452","104076280088","10407628",63,6,0,1,2011,1,78.4148025512695,-10.9278001785278,34.0750007629395,2010
